Index,Section_Index,File_Name
0,10,figure-5-4-1a.png
1,10,figure-5-4-1b.png
2,10,figure-5-4-1c.png
3,10,figure-5-4-1d.png
4,10,figure-5-4-1e.png
5,67,figure-5-4-2.png
6,94,figure-5-4-3.png
7,94,table-5-4-5.png
8,94,figure-5-4-4.png
9,94,table-5-4-6.png
10,95,figure-5-4-5.png
11,102,figure-5-4-6.png
12,111,figure-5-4-7.png
13,111,figure-5-4-8.png
14,131,table-5-4-10a.png
15,131,table-5-4-10b.png
